mean,std
3705.0,0.0
3705.7,3.6530048514126614
3703.3,4.001388647846034
3701.8,4.049691346263318
3703.1,8.685236515681845
3703.2,10.008884941779367
3703.8,11.003029885748138
3701.9,11.836384583140243
3699.9,12.368867728652
3699.8,12.908223046656042
3700.8,14.203286004771337
3702.3,14.134669748136632
3702.9,14.707896594082452
3703.3,15.239203828721935
3703.6,17.404980130219432
3702.4,19.085771314428627
3700.8,18.919713411031246
3701.1,20.523428346918823
3699.9,21.241730417061394
3702.8,24.73324348591048
3701.5,25.153970307333637
3701.4,26.073400664704675
3702.0,24.63511495586917
3701.4,25.96236592540141
3704.6,26.870884697836882
3703.3,27.031052102679574
3701.6,27.382881919590243
3700.7,27.325405354317763
3699.0,26.478502810980668
3698.3,26.575050956363814
3698.6,27.334146329372636
3697.0,26.60409325231322
3695.3,26.828881618302482
3694.4,26.7257678405442
3692.0,26.398653164297773
3691.2,25.29734285563517
3691.2,21.816405651608964
3691.9,23.076924501424458
3692.1,25.168101504351363
3691.1,25.584066221858567
3690.5,25.669913214587314
3691.1,26.572542219366216
3690.1,27.598107825638255
3688.6,29.571758298905543
3688.8,28.62710448353293
3687.6,30.354205273368265
3686.6,29.601801746965787
3686.0,30.31318011837242
3685.0,30.90846701687635
3682.9,30.610274237400894
3681.0,32.18004902972579
3678.8,32.09638262760739
3676.5,33.606381669095065
3677.4,31.045486342175767
3675.1,30.186273554566338
3673.8,29.18447075643712
3672.4,29.66928827367901
3671.8,30.53158655847707
3669.3,31.520892542354613
3669.2,32.933603237760394
3667.0,33.555923471125034
3666.1,35.79400943050542
3663.6,36.15767937489598
3662.0,37.469987990390386
3661.7,37.142518313472856
3662.7,37.01065912529644
3661.0,37.80946383586463
3660.1,37.19752082539313
3661.4,38.012278717979186
3659.1,37.140723381933924
3657.3,37.94747832348167
3656.4,38.3440564712012
3656.1,35.700762519089764
3655.0,36.0493488922554
3652.3,36.709217734332974
3651.2,38.345795075861965
3649.7,38.21299953331763
3647.8,38.63734520440612
3647.1,37.90470507294136
3646.3,37.63287569842801
3644.4,37.289259698858174
3641.5,37.05926185029714
3640.1,37.035868500084554
3638.8,36.744765311235525
3638.0,38.14883134950969
3636.4,38.09403569531004
3636.4,36.311002311818505
3634.7,35.144305687013116
3633.0,35.901098714230024
3632.3,36.19407563553891
3633.8,36.08570046123226
3631.4,36.724802397169015
3630.7,37.12456509285103
3629.6,36.9299637452059
3628.1,36.31176729993246
3627.7,38.30883274998948
3627.0,39.64284999284935
3625.5,37.92170296222937
3623.1,37.983768463208946
3621.4,38.1027849667478
3619.4,38.13776198059987
