mean,std
2922.0,0.0
2922.0,1.247219128924647
2920.3,2.540778533354601
2919.3,4.029061098237818
2919.8,4.661902329879224
2919.1,4.863697724525606
2918.9,6.15449248742557
2918.1,6.026792034094276
2917.5,5.930148958219065
2918.1,6.367451958550174
2918.8,7.223418704310153
2918.4,7.486283753935891
2917.5,8.07258735887489
2916.8,7.699927849589819
2915.9,7.866242926440664
2914.2,7.8570562765792475
2915.3,6.8321137122985425
2916.3,7.832269431297958
2916.4,7.7774603109812706
2915.8,7.598245411496875
2917.6,8.682037651253177
2916.7,7.689097620801951
2917.8,7.223418704310154
2918.3,9.286190463981091
2917.3,8.80719402912566
2916.5,9.571369343574153
2916.4,10.73105565895339
2915.9,10.126423082433622
2916.7,9.310090105781887
2916.1,8.974655672751153
2915.0,9.568466729604882
2913.7,9.463966751139115
2914.3,11.353413583587976
2912.6,11.246727919216722
2911.6,11.226951698677805
2911.6,11.500724614852174
2912.1,11.994906326344436
2912.3,12.383232390795403
2911.5,11.692827811193588
2908.8,11.802071381282563
2908.8,11.802071381282563
2906.4,11.899579824514815
2907.1,11.367106540853355
2905.8,10.982814858779248
2903.1,11.327939893123649
2901.8,10.163114133418402
2900.2,9.852241707685955
2901.6,10.362324921453572
2899.9,11.239315914334922
2900.2,13.028174597131146
2899.7,13.589620221984786
2900.1,15.408871903333264
2900.3,16.48602101445006
2900.9,18.180881288992687
2901.7,17.588190482378923
2901.0,18.104634152000358
2900.3,18.000308639329248
2900.9,18.29662992648282
2901.2,17.041126723312637
2899.5,16.62828914831589
2899.1,15.645020507070823
2899.4,12.773235907770419
2899.4,13.39319893743753
2898.5,15.196856400073157
2897.4,16.52069409357044
2896.7,15.122095680750661
2895.3,15.825787675675281
2894.2,15.859101838096354
2893.5,15.349629021937668
2894.6,20.32076114060035
2895.4,22.794736234490628
2894.7,23.199856321394176
2894.0,22.01009869229224
2892.6,21.995959224871786
2891.7,20.896836549530118
2889.8,21.425841095897887
2889.2,20.590181047177694
2888.7,21.3283848427395
2888.3,20.779530526190648
2886.6,21.407163909931334
2885.4,21.490049376914474
2884.3,22.246348014898985
2882.3,23.046089087353245
2882.1,22.93202515648755
2882.5,23.157672114825743
2881.1,24.131353509950955
2881.0,22.578258962501465
2880.0,23.856049780110517
2879.1,22.752045085124887
2878.6,22.24709718892182
2878.5,22.102036105300343
2878.3,22.045659688725834
2876.1,22.118117259638336
2873.8,22.753754268984565
2873.0,23.079572497485014
2872.5,24.07049830994134
2872.9,23.80686175594479
2871.6,23.898860967743957
2870.7,22.57850501890878
2869.3,23.60343666126232
2868.0,23.11324776447962
