lap,lap,nlap,nlap,netlsd,netlsd
mean,std,mean,std,mean,std
0.0,0.0,0.0,0.0,0.0,0.0
0.23128202950547644,0.21972822815656745,0.006918507368674947,0.005351678054195873,7.587156842940083e-05,6.568613333220772e-05
0.7117249710625476,0.2092533430391353,0.016386717987323256,0.0018372769212390504,0.00025894703258043497,0.00010981884354560877
1.0143923419689647,0.22264680838944476,0.022028593239140557,0.001752729072071893,0.00045288257112721675,0.00015337290040343961
1.404465460954784,0.2554072018362768,0.027143812703391668,0.0009414169059781603,0.0007041593546405517,0.0001429830689194774
1.5380458951884428,0.23338570596152935,0.03148363601091779,0.0015650759046252152,0.0009192510112331565,0.00013941557717988689
1.741217534465369,0.2713574177947427,0.0355105489699727,0.0020319299746024678,0.0011409167191982585,0.0001468170017255173
1.926903082453124,0.27663700659402085,0.04047682902655375,0.00350762214093891,0.0013987093706506143,0.00020375300061108376
2.122291312170046,0.28980155237219685,0.04499986192635972,0.004074188118157581,0.0016243842712740317,0.00021611179565937018
2.299207998833919,0.2972201479828891,0.049647647476642,0.005155293322562015,0.0018405347764730022,0.0002612055666073582
2.510373052065427,0.2771386046193999,0.053676451151603945,0.005131764845063801,0.002034835052089711,0.0002432008270818387
2.7319668476835424,0.33308013377683987,0.05821207560525561,0.005055523114851009,0.002266020564957126,0.00023817279671179526
2.973251065563912,0.36484851902034054,0.064243777726926,0.0064411679615927276,0.0025506489388315,0.0002811712220522844
3.2096969166392215,0.42077345688124385,0.06943791927757,0.007755316865522563,0.002794994980044034,0.00033501179583936215
3.4553349470697654,0.43926260955804736,0.07490667895609568,0.007935122646925048,0.0030589546709888435,0.0003376770820347196
3.6811669587918745,0.4653405785925654,0.08137016287384458,0.00898382161909641,0.0033652178042275598,0.0003907548636565479
3.866083788459153,0.4939670827856713,0.0868371346309422,0.007550273334326854,0.003621232836944702,0.00032991619603286597
4.072376049689948,0.5047574385717518,0.09260780905237057,0.007441480536937609,0.0038865008996135674,0.00031466794057127215
4.253499749660947,0.4949171831641368,0.09736996716500763,0.008190741514294298,0.004106457494340393,0.0003541506421874791
4.455927191144893,0.5024389889737715,0.10381232776682572,0.008033471666315265,0.00440317308606169,0.0003447935186280879
4.670929576111634,0.5599534643758907,0.10868607423151433,0.006593792736677367,0.00463077718048646,0.0002884613841685494
4.839010496775098,0.5524554369794832,0.11354419665101215,0.00644371439207586,0.004845412637869509,0.00028107161016336903
5.049874226568198,0.5207887440975183,0.11916511502326373,0.007167598578939749,0.00510175282956052,0.00031836352102541005
5.208279900354311,0.5892390108525996,0.12440820262657773,0.006232096842628143,0.005344285739235224,0.0002858122469717516
5.444392916459623,0.5289153083824836,0.12882879883357773,0.008501452959234823,0.005536875791405992,0.0004126384434499834
5.68501126311306,0.49331792322365015,0.1342013837714344,0.00895920914981838,0.005775322972671231,0.00042350842411097134
5.852761061812311,0.519524814705614,0.13834995542620399,0.011220013896564778,0.005956616081468438,0.0005453083656534999
6.065325076591832,0.5098471972495386,0.1429681624948542,0.011381625964958132,0.006163678410471433,0.0005628597116734354
6.310299361437943,0.5468142380424266,0.14762505608081775,0.012486088275451201,0.006384518567850587,0.0006177516138458761
6.5154226901484815,0.5080845838378787,0.15235733767369491,0.012748959299772503,0.006601419593810738,0.0006263256305580444
6.763927877326,0.508784923325734,0.15851648968835047,0.013159035262886674,0.006887666807635581,0.00065198277798124
6.948939714174654,0.5449272448190917,0.162217960520544,0.01405946229092088,0.0070558120379642705,0.0006875899639247875
7.1422431104550395,0.5235438306235026,0.16739100450574904,0.01401768280930098,0.00729837859397194,0.0006793978897833367
7.4028758268330055,0.5755586022799047,0.1739687729206048,0.014903057084930026,0.007600267608963601,0.0007125514196369809
7.61295478930799,0.6296747096892271,0.17883684802859298,0.015662471201514202,0.007824486740347603,0.0007420923525929415
7.804495523891212,0.7024343669838933,0.18350738723725799,0.015631831661972302,0.008039664906361044,0.0007436206620249414
8.040390079226574,0.6779725636909042,0.18934389048616335,0.01583256249270989,0.00830708177428625,0.0007498700253721344
8.262908693154523,0.6637957528983972,0.19539421574767463,0.015258292721352571,0.008585312146519433,0.0007121793781283056
8.542938180182482,0.6640322118676067,0.2006559199178964,0.015045928041509673,0.008827950897332352,0.0007112958468753731
8.736135714075818,0.721825782136143,0.20637502814751446,0.01600883485313142,0.00909387237489909,0.0007580968172047002
8.883338681464329,0.7107073817748427,0.21038068875682997,0.016097881125695514,0.00927203797392537,0.0007606821004149117
9.13637598889568,0.7816988187808522,0.21611140201382445,0.01604234940774065,0.00953348836152344,0.0007574645140589406
9.436855382011604,0.7706324685271844,0.22206295274798515,0.015869775194614605,0.009801405588434228,0.000749838051126686
9.642627886679893,0.7767193734526098,0.22700830467984262,0.015538036972073562,0.010028966060621678,0.0007252189224146052
9.933928881702085,0.7805629218112503,0.23315874777021298,0.015598631926644516,0.010311440899637456,0.0007229066268689772
10.139513577688152,0.8035051956824181,0.23878174395515472,0.015854509971297052,0.010567154205015996,0.0007247400632244131
10.343975295298957,0.7807385001730512,0.24496469917371022,0.016692318364793953,0.010852950035546826,0.0007736503521917241
10.584811983466922,0.7888358349303968,0.25032555396965667,0.01615003084807773,0.011098008360633746,0.0007534067953630441
10.783509704123317,0.7936210316569489,0.2567250920500852,0.01625612935811983,0.011397659208574756,0.0007646472348442159
10.958329582088354,0.8336593014307645,0.26276878689663785,0.01738740620132992,0.01167438127323489,0.0008143106141475969
11.166436686558487,0.7984743700922443,0.26762083791668184,0.016750959202086038,0.01189683935997309,0.0007839638982526678
11.4319168103124,0.7338920105886082,0.27273950093622756,0.015835244218353063,0.012131763525044354,0.0007413636358123064
11.650191093442796,0.720978891458948,0.27926013008215894,0.017582974133141548,0.012427715441206461,0.0008300800165406498
11.840777445517613,0.7326469938532005,0.28441666521479325,0.017951636298069142,0.012666010018641014,0.0008437030522434073
12.115194427265921,0.7092052411059047,0.2908168613823072,0.016961873704782443,0.01295281545834782,0.0008096068938879728
12.300982463688495,0.7319016076024089,0.2942857615809857,0.017424388878519548,0.013124891981139485,0.0008317212189099372
12.486633824028377,0.6865623943247282,0.29920238041196023,0.018261588852036065,0.013356822361066823,0.0008734464347596872
12.719125000936739,0.7031138660501577,0.30444709155929617,0.02056033695838556,0.013600348557464411,0.0009709737927076252
12.952575199760124,0.7464537496961933,0.308449897025449,0.022426040446976003,0.013796002187780385,0.0010503122276304783
13.213887454612228,0.8466596211201138,0.312657216378042,0.02053390451640492,0.013994283675309397,0.0009646418705247693
13.477339977893825,0.9039053539134344,0.3186487751768305,0.020810724622953667,0.014279276414173666,0.0009713171065169605
13.64151700934055,0.9223695809045581,0.3237924161622102,0.021587416517679887,0.014517072272068993,0.0010061181020204891
13.824008484684196,0.9687374982377456,0.32946478748186747,0.02112053097803848,0.014783936011847253,0.000983376415209801
13.989289459962432,0.9654733983079136,0.3345318924075093,0.020573600252545236,0.015025850099024459,0.0009667070490939049
14.212754761572821,0.989622613851097,0.341305250062781,0.0193198893476938,0.015342488062419021,0.0009004004824515174
14.40543112949974,1.008105687907002,0.3481524555670905,0.01958358842791439,0.01566225457318049,0.0009156993509501333
14.636417143845335,1.0183162053236352,0.35611051832986973,0.018000232932624077,0.016025105161854868,0.0008392966569472552
14.870337314544134,0.9909953215258204,0.3624123061653093,0.017827155580139236,0.016320046329043512,0.0008363150728637493
15.106941535990808,0.9490105373127922,0.3675086261338063,0.01865270415652332,0.016553445821287507,0.000866195944259771
15.37972964766133,0.9212130899982808,0.37288225648540124,0.017272102587231105,0.016807136043605626,0.0007998925960426832
15.605307519634138,0.9654891406973383,0.3782797976531686,0.016430339354115715,0.017062433166763705,0.0007581299871702218
15.79673475962728,0.9844816156422506,0.3850878495157566,0.016508551539418107,0.01737177703823158,0.0007623844788994167
16.025986551489535,0.9352346149263102,0.39124714387595805,0.016971931112095096,0.017659691871673756,0.0007818555032453846
16.330186664362607,0.889179400452388,0.3972615940789024,0.018043798118378473,0.01794226028504747,0.0008312631601331798
16.579936588653442,0.9410652286187533,0.40232040912078204,0.018989778053405817,0.01818054265911511,0.0008704094966829577
