lap,lap,nlap,nlap,netlsd,netlsd,portrait,portrait
mean,std,mean,std,mean,std,mean,std
0.0,,0.0,,0.0,,0.0,
0.09793297566494834,,0.010809783222891098,,0.00022948658279107163,,0.0033798058226881603,
