mean,std
2733.0,0.0
2732.8,0.4216370213557839
2731.6,2.3190036174568114
2732.8,4.491968140779472
2731.2,4.417138339593985
2730.4,5.316640543300503
2730.6,5.777350411544878
2728.3,6.3604681868204915
2726.5,7.397447007057382
2725.5,9.489760563657839
2724.5,9.360080721399315
2723.6,9.686187187031967
2723.5,10.00277739208244
2721.6,9.957688263626029
2721.4,10.319345371140987
2721.1,10.246408584908611
2719.9,10.235558932792419
2718.3,9.933668898135158
2718.1,8.761658899242008
2716.4,8.959166627910582
2715.7,9.638464608017193
2715.2,8.891943919451284
2714.2,10.086294331087773
2714.8,11.360751148875089
2713.2,11.650464940650794
2713.6,11.548929724341464
2713.0,12.649110640673518
2715.1,11.493476410555687
2715.5,12.738829529347575
2714.1,12.224292753911506
2714.1,14.145670715805597
2713.6,14.064928802600539
2712.8,14.203286004771337
2711.9,15.066150433633965
2710.8,15.346371268515274
2712.8,18.419796114205198
2713.0,17.613126418163876
2712.7,18.26989022651447
2712.7,17.12081254561892
2713.1,14.820781205980863
2713.5,15.400216448695344
2713.6,14.07282645542268
2713.6,14.033293744995625
2711.8,14.15627069534911
2710.5,15.700318468107582
2709.3,15.972545890440328
2707.5,16.160651802036533
2706.3,16.069640112128628
2704.3,16.289396687552443
2703.7,15.224614572753193
2703.4,15.847888047167533
2701.5,15.827191791344413
2701.0,16.45870252750468
2701.5,15.37132973355844
2701.4,15.18917743365687
2700.7,16.41171668182352
2704.8,18.966637375489977
2705.5,21.2511437600688
2705.1,21.54813732604798
2704.6,21.22472352915083
2705.2,21.10186932214511
2704.2,20.93269638096769
2704.0,22.03532517471788
2704.3,19.55647093817173
2703.3,19.448221855309377
2702.7,20.61310262915314
2701.7,21.62842779512392
2701.9,18.911783510699237
2700.2,18.219647514580394
2701.1,17.922363435415292
2700.6,17.6773552571896
2701.0,17.02286044640494
2700.4,16.80079363204806
2700.2,15.96384804627144
2699.5,15.064675384635557
2698.8,14.226735395022992
2698.9,16.127616066858735
2699.5,17.72788136743299
2697.9,17.064908763632786
2697.9,17.329807333672875
2697.8,17.93692652974119
2697.7,18.30027322200409
2695.8,17.693690024035877
2694.5,17.551511489201022
2692.3,18.409236811991963
2691.2,16.982343772283023
2690.3,16.221042575069653
2689.5,15.89723945288056
2689.9,17.754185734950255
2691.0,16.451950239004088
2690.8,17.086706983955555
2691.1,17.590717248973483
2691.0,17.688665548562135
2689.9,18.363308827962108
2693.9,21.356497840235885
2693.2,21.431026314408953
2691.3,20.81692687320692
2691.1,23.03837378520165
2693.6,25.543862058993522
2692.2,26.25854358320566
2692.5,27.677708639906513
