,count,count,size,size
,mean,std,mean,std
0.0,2986.0,0.0,2145.1810347744904,22.82043611556276
0.005,2986.0,0.0,2150.814353110209,20.07457454529001
0.01,2986.0,0.0,2146.7315004504476,25.437613435356482
0.015,2986.0,0.0,2149.8131035399806,27.666448046168608
0.02,2986.0,0.0,2150.7938454625883,24.87590026949296
0.025,2986.0,0.0,2148.1747854698024,17.162399236895457
0.03,2986.0,0.0,2151.9082681690174,22.420075617092785
0.035,2986.0,0.0,2150.0452808068867,30.509248571975778
0.04,2986.0,0.0,2147.8810342424945,21.50189668201805
0.045,2986.0,0.0,2145.7792580890164,24.033907512529222
0.05,2986.0,0.0,2136.03970148417,24.937508358403157
0.055,2986.0,0.0,2139.938421580205,27.96518013795919
0.06,2986.0,0.0,2149.5615255485827,24.433701172610757
0.065,2986.0,0.0,2144.315602597076,25.22725779462863
0.07,2986.0,0.0,2146.6190160873853,23.559777826509276
0.075,2986.0,0.0,2139.776760487491,16.77669936350224
0.08,2986.0,0.0,2136.385201032849,24.569055450335338
0.085,2986.0,0.0,2139.557625532164,24.535272162515874
0.09,2986.0,0.0,2142.22209602941,21.27475187310935
0.095,2986.0,0.0,2140.1150712026124,27.615210697033422
0.1,2986.0,0.0,2139.3194742682476,24.504978824283075
