,count,count,size,size
,mean,std,mean,std
0.0,4977.0,0.0,4964.583381236937,0.0
0.005,4977.0,0.0,4964.635645931017,0.23971889327718823
0.01,4977.0,0.0,4964.736847818783,0.7758038914824584
0.015,4977.0,0.0,4964.80876954095,0.877223660722274
0.02,4977.0,0.0,4964.7550755342745,1.68128025322606
0.025,4977.0,0.0,4964.732532283087,1.8648655012006377
0.03,4977.0,0.0,4964.202771932572,2.3613825471815453
0.035,4977.0,0.0,4964.788844118734,2.6919668380834523
0.04,4977.0,0.0,4964.677104553617,2.3746829669434306
0.045,4977.0,0.0,4964.698885408526,3.27868712163038
0.05,4977.0,0.0,4964.574508787612,3.8094020828477904
0.055,4977.0,0.0,4964.636647509859,2.9463877758713295
0.06,4977.0,0.0,4964.288754037899,3.7391138952443246
0.065,4977.0,0.0,4963.760999351336,4.069258261693132
0.07,4977.0,0.0,4964.880304030905,4.451663129392457
0.075,4977.0,0.0,4966.443260681347,4.579854536144477
0.08,4977.0,0.0,4965.105114105243,4.944091870159022
0.085,4977.0,0.0,4964.938153049433,6.1734003944683895
0.09,4977.0,0.0,4966.795801506055,6.773944561692814
0.095,4977.0,0.0,4967.7400351357965,5.405522905982491
0.1,4977.0,0.0,4967.199863385013,8.314914854289327
