,count,count,size,size
,mean,std,mean,std
0.0,4191.0,0.0,3024.3659998431017,2.3027027215986586e-12
0.005,4190.85,2.0197740416906003,3024.343393335301,3.3191477609337516
0.01,4189.35,3.4310049361367674,3022.6253821426044,5.368043242277871
0.015,4189.8,4.182993652569402,3023.1844567250737,6.995179613184653
0.02,4189.0,4.069902033722994,3021.0793944739044,6.1458461251305465
0.025,4188.125,6.198376545102096,3020.2487437531636,10.456015088755443
0.03,4186.65,6.091397885964122,3017.3349380177497,10.146722515015924
0.035,4184.825,6.8308782331335305,3014.5188109875053,11.00667544449628
0.04,4180.325,8.334012792812906,3008.320882580369,12.900365260784
0.045,4175.1,8.802097652089707,3000.480626879575,14.837838362753537
0.05,4171.825,9.473004830190918,2995.004967991692,16.953564528508153
0.055,4163.575,9.750443776882863,2982.0575546719692,16.046155727801203
0.06,4160.225,10.491724455554582,2977.174258185596,17.080935838697428
0.065,4156.5,10.843880467330115,2969.4497009385677,17.55309424343539
0.07,4151.225,8.873722371020445,2963.9407749639113,14.44906463558906
0.075,4145.225,11.152756357016608,2955.620144740896,16.829385090408874
0.08,4132.975,14.084884605809671,2936.2788384333257,22.91722781831652
0.085,4128.95,13.943015897132586,2929.4510876963964,23.902006453573904
0.09,4120.725,12.592198439448989,2919.297483622631,21.272402820658126
0.095,4114.025,12.849199316569225,2908.621987873551,21.45294877845197
0.1,4101.675,16.34623378562656,2890.034459309825,30.218798281623304
