,count,count,size,size,components,components
,mean,std,mean,std,mean,std
0.0,2114.21875,5.7256137001713405,1781.929244726895,15.035537211519522,1.0,0.0
0.005,2113.94375,6.387459543752658,1783.335746778128,10.574350443985763,1.0,0.0
0.01,2113.25625,6.9973638580209965,1781.8393191497416,12.122278781130577,1.0,0.0
0.015,2115.0375,6.332038497866347,1785.324208812665,13.7338767489684,1.0,0.0
0.02,2112.98125,6.208293537989824,1779.7841308867082,12.212941485856632,1.0,0.0
0.025,2113.3125,6.195725884088904,1781.6937620072877,14.134820624788325,1.0,0.0
0.03,2113.7625,7.149491195810673,1778.784608975039,12.353991320230504,1.0,0.0
0.035,2113.7875,7.193869808421111,1779.7475004095027,17.251266343931906,1.0,0.0
0.04,2113.53125,8.654180014927423,1780.0180016649351,16.68107664278856,1.0,0.0
0.045,2114.84375,6.427526815310728,1780.8478879449917,14.479876432221653,1.0,0.0
0.05,2115.4,5.280831325386136,1779.4165229895866,13.842569763467381,1.0,0.0
0.055,2112.98125,7.1625780301830995,1777.8861527079232,14.312977873501682,1.0,0.0
0.06,2112.3375,7.332870760469164,1776.303886194884,12.778512595223471,1.0,0.0
0.065,2113.34375,6.853711211584193,1781.7960990311972,14.753073644756146,1.0,0.0
0.07,2113.9375,5.824008114075779,1779.1720574903495,13.138572378446817,1.0,0.0
0.075,2112.8875,7.088033885286831,1778.8268451278832,16.401764237343635,1.0,0.0
0.08,2114.175,6.868079267197842,1775.9521709446112,14.481083624754502,1.0,0.0
0.085,2111.94375,5.519048453613478,1776.1512102372428,13.24967140919857,1.0,0.0
0.09,2112.88125,6.681630841727801,1775.7775369686206,15.143544813236252,1.0,0.0
0.095,2113.3875,6.365207410965913,1775.915356379695,17.452767486286096,1.0,0.0
0.1,2111.68125,6.275457767550325,1775.1345169009358,13.097039366612094,1.0,0.0
