1	10
1	18
1	23
1	53
1	76
1	96
1	105
1	127
1	161
1	166
1	203
1	255
1	258
1	280
1	281
1	289
1	302
1	308
1	310
1	319
1	334
1	378
1	453
1	467
1	493
1	506
1	605
1	695
1	713
1	721
1	806
1	917
2	3
2	8
2	24
2	32
2	35
2	37
2	45
2	50
2	55
2	61
2	62
2	71
2	89
2	106
2	109
2	172
2	218
2	262
2	268
2	289
2	386
2	388
2	389
2	398
2	451
2	491
2	559
2	600
2	640
2	677
2	678
2	976
3	6
3	18
3	31
3	33
3	43
3	48
3	74
3	77
3	85
3	121
3	123
3	184
3	200
3	298
3	322
3	326
3	352
3	360
3	404
3	485
3	500
3	527
3	592
3	595
3	621
3	648
3	687
3	690
3	718
3	851
3	985
4	19
4	30
4	31
4	69
4	81
4	84
4	86
4	99
4	136
4	140
4	154
4	204
4	244
4	343
4	459
4	480
4	518
4	542
4	543
4	563
4	568
4	584
4	635
4	688
4	741
4	751
4	765
4	779
4	823
4	827
4	871
4	884
5	8
5	21
5	37
5	44
5	68
5	69
5	125
5	126
5	128
5	157
5	174
5	196
5	198
5	217
5	228
5	241
5	247
5	282
5	315
5	411
5	441
5	461
5	474
5	513
5	528
5	644
5	684
5	711
5	760
5	801
5	839
5	900
6	11
6	31
6	38
6	48
6	74
6	85
6	88
6	149
6	151
6	156
6	231
6	238
6	261
6	274
6	277
6	324
6	366
6	383
6	404
6	423
6	443
6	445
6	484
6	499
6	500
6	682
6	828
6	877
6	902
6	989
7	14
7	46
7	59
7	91
7	94
7	96
7	101
7	118
7	134
7	164
7	192
7	198
7	210
7	211
7	214
7	239
7	257
7	341
7	352
7	379
7	421
7	422
7	494
7	593
7	605
7	632
7	693
7	747
7	822
7	851
7	946
8	24
8	35
8	37
8	45
8	61
8	89
8	106
8	109
8	110
8	197
8	218
8	262
8	268
8	271
8	350
8	388
8	406
8	437
8	440
8	600
8	601
8	630
8	634
8	678
8	756
8	853
8	895
8	933
8	980
9	11
9	13
9	25
9	31
9	42
9	57
9	60
9	67
9	108
9	136
9	155
9	168
9	177
9	178
9	190
9	199
9	227
9	246
9	292
9	320
9	349
9	378
9	549
9	557
9	558
9	572
9	633
9	676
9	692
9	978
10	16
10	23
10	50
10	53
10	64
10	65
10	90
10	108
10	128
10	161
10	165
10	179
10	208
10	306
10	340
10	387
10	401
10	448
10	450
10	452
10	469
10	490
10	506
10	520
10	541
10	672
10	885
10	928
10	957
11	13
11	17
11	25
11	42
11	60
11	110
11	168
11	177
11	178
11	205
11	221
11	292
11	345
11	349
11	472
11	492
11	557
11	560
11	588
11	617
11	639
11	818
11	846
11	856
11	876
11	890
11	938
11	978
12	36
12	49
12	63
12	71
12	103
12	107
12	130
12	137
12	142
12	145
12	148
12	171
12	202
12	208
12	209
12	227
12	260
12	368
12	415
12	472
12	473
12	512
12	584
12	657
12	677
12	691
12	761
12	815
12	912
12	956
13	17
13	25
13	42
13	49
13	53
13	57
13	67
13	93
13	97
13	108
13	155
13	168
13	199
13	246
13	270
13	292
13	345
13	354
13	400
13	558
13	600
13	629
13	692
13	786
13	844
13	893
13	913
13	978
14	33
14	37
14	42
14	78
14	82
14	94
14	96
14	101
14	133
14	164
14	192
14	210
14	245
14	299
14	313
14	330
14	341
14	374
14	381
14	434
14	446
14	738
14	785
14	926
14	934
14	971
14	975
14	996
15	27
15	41
15	46
15	54
15	57
15	65
15	93
15	98
15	152
15	159
15	194
15	226
15	235
15	335
15	386
15	442
15	456
15	511
15	518
15	544
15	570
15	654
15	767
15	775
15	807
15	868
15	892
15	937
15	944
16	28
16	71
16	81
16	113
16	165
16	183
16	186
16	258
16	277
16	334
16	387
16	450
16	470
16	488
16	520
16	536
16	540
16	562
16	613
16	622
16	629
16	651
16	721
16	752
16	800
16	880
16	983
16	993
17	25
17	57
17	97
17	108
17	110
17	142
17	155
17	168
17	178
17	199
17	400
17	453
17	492
17	565
17	575
17	603
17	655
17	704
17	706
17	761
17	784
17	802
17	818
17	890
17	913
17	938
18	33
18	38
18	88
18	156
18	182
18	216
18	238
18	253
18	261
18	283
18	330
18	383
18	409
18	419
18	425
18	443
18	483
18	502
18	541
18	551
18	675
18	687
18	690
18	715
18	748
18	988
19	30
19	52
19	66
19	81
19	99
19	141
19	144
19	158
19	186
19	209
19	263
19	342
19	413
19	426
19	464
19	480
19	546
19	568
19	576
19	716
19	741
19	794
19	827
19	831
19	833
19	984
20	22
20	29
20	47
20	73
20	122
20	128
20	154
20	207
20	284
20	295
20	336
20	358
20	398
20	401
20	410
20	498
20	503
20	507
20	556
20	586
20	636
20	643
20	722
20	864
20	883
20	968
20	1000
