1	1
2	10
3	3
4	7
5	11
6	3
7	8
8	10
9	9
10	1
11	9
12	5
13	9
14	8
15	4
16	1
17	9
18	3
19	7
20	6
21	11
22	6
23	1
24	10
25	9
26	5
27	4
28	1
29	6
30	7
31	3
32	10
33	3
34	2
35	10
36	5
37	10
38	3
39	2
40	2
41	11
42	9
43	5
44	11
45	10
46	4
47	6
48	3
49	5
50	2
51	2
52	2
53	1
54	4
55	5
56	7
57	9
58	5
59	8
60	9
61	10
62	10
63	5
64	1
65	4
66	7
67	9
68	11
69	11
70	1
71	5
72	1
73	6
74	3
75	2
76	1
77	3
78	8
79	2
80	2
81	7
82	8
83	5
84	7
85	3
86	7
87	3
88	3
89	10
90	1
91	8
92	4
93	4
94	8
95	4
96	8
97	9
98	4
99	7
100	1
101	8
102	2
103	5
104	11
105	1
106	10
107	5
108	9
109	10
110	9
111	2
112	5
113	1
114	4
115	3
116	3
117	5
118	8
119	4
120	5
121	3
122	6
123	3
124	4
125	11
126	11
127	1
128	11
129	2
130	2
131	8
132	2
133	8
134	6
135	3
136	2
137	5
138	3
139	6
140	7
141	7
142	9
143	8
144	7
145	5
146	3
147	9
148	5
149	3
150	6
151	3
152	4
153	2
154	7
155	9
156	3
157	1
158	7
159	4
160	1
161	1
162	1
163	1
164	8
165	1
166	1
167	10
168	9
169	5
170	2
171	3
172	10
173	3
174	11
175	8
176	2
177	9
178	9
179	1
180	3
181	6
182	3
183	1
184	3
185	4
186	1
187	4
188	2
189	2
190	9
191	4
192	8
193	4
194	4
195	2
196	5
197	2
198	11
199	9
200	2
201	2
202	5
203	1
204	7
205	9
206	3
207	6
208	5
209	5
210	8
211	8
212	6
213	6
214	8
215	6
216	3
217	11
218	10
219	6
220	2
221	4
222	2
223	4
224	1
225	4
226	4
227	5
228	11
229	2
230	2
231	3
232	9
233	2
234	1
235	4
236	11
237	7
238	3
239	8
240	5
241	5
242	2
243	10
244	7
245	2
246	9
247	4
248	5
249	3
250	4
251	4
252	4
253	3
254	1
255	1
256	3
257	8
258	1
259	5
260	5
261	3
262	10
263	7
264	4
265	6
266	11
267	2
268	10
269	3
270	9
271	10
272	3
273	8
274	2
275	2
276	4
277	3
278	2
279	4
280	2
281	1
282	11
283	3
284	6
285	4
286	2
287	4
288	3
289	1
290	2
291	5
292	9
293	10
294	3
295	6
296	3
297	2
298	3
299	1
300	4
301	1
302	1
303	3
304	5
305	1
306	1
307	9
308	3
309	5
310	1
311	4
312	3
313	8
314	2
315	11
316	4
317	7
318	10
319	1
320	3
321	3
322	3
323	3
324	1
325	4
326	3
327	1
328	4
329	4
330	8
331	2
332	3
333	11
334	1
335	3
336	6
337	1
338	6
339	6
340	1
341	8
342	7
343	7
344	2
345	9
346	4
347	1
348	2
349	9
350	10
351	7
352	8
353	1
354	9
355	6
356	6
357	6
358	6
359	1
360	3
361	2
362	4
363	11
364	1
365	4
366	2
367	6
368	5
369	6
370	5
371	1
372	1
373	1
374	8
375	4
376	6
377	1
378	1
379	8
380	4
381	8
382	6
383	3
384	4
385	11
386	4
387	1
388	10
389	10
390	2
391	1
392	10
393	2
394	1
395	7
396	4
397	3
398	10
399	2
400	9
401	1
402	4
403	6
404	3
405	2
406	10
407	2
408	2
409	3
410	6
411	11
412	5
413	7
414	8
415	5
416	7
417	5
418	4
419	1
420	1
421	8
422	8
423	11
424	7
425	3
426	7
427	2
428	7
429	3
430	3
431	2
432	3
433	4
434	8
435	10
436	8
437	10
438	3
439	4
440	2
441	11
442	4
443	3
444	8
445	3
446	8
447	2
448	1
449	2
450	1
451	10
452	1
453	1
454	4
455	2
456	4
457	1
458	2
459	7
460	11
461	11
462	2
463	4
464	7
465	7
466	1
467	1
468	5
469	1
470	1
471	11
472	5
473	5
474	11
475	6
476	3
477	6
478	7
479	2
480	7
481	3
482	3
483	3
484	3
485	3
486	1
487	3
488	1
489	4
490	1
491	10
492	9
493	1
494	8
495	11
496	4
497	5
498	6
499	3
500	3
501	2
502	3
503	6
504	5
505	3
506	1
507	6
508	1
509	2
510	2
511	4
512	5
513	2
514	11
515	7
516	1
517	6
518	4
519	2
520	1
521	8
522	11
523	2
524	3
525	2
526	3
