,count,count,size,size
,mean,std,mean,std
0.0,2304.0,0.0,769.8471551347959,0.0
0.005,2300.2,5.024044749106604,767.2121279108894,3.4014129423028483
0.01,2302.55,8.70587776690597,768.5801754631973,5.714568818824566
0.015,2301.775,8.474660571071375,767.1699393329649,5.374746992877511
0.02,2302.375,14.614161554763173,767.9879116775771,9.401247471622792
0.025,2299.675,15.629340422784388,766.3506911378025,9.895274565316322
0.03,2302.175,14.237702746130763,769.443859807587,9.976930442415604
0.035,2299.45,15.728383619496675,767.0791174773626,11.099266865350371
0.04,2296.125,21.052056967529385,765.278939450551,12.715598436626275
0.045,2294.275,27.998156990626985,763.8644402181696,17.57565026854183
0.05,2291.075,28.089041115161457,763.9286124539,18.803839698894443
0.055,2299.775,27.056908213084547,769.8217329340532,18.43740485314192
0.06,2301.85,25.96106552275779,772.7337346400545,15.579390980985284
0.065,2299.625,30.787682768542524,771.7071348410644,20.08288721840879
0.07,2298.325,24.100630377966976,771.9721660339803,17.708447967329587
0.075,2300.125,32.69924134617475,772.9319924074349,23.82400964216356
0.08,2301.025,27.847098546094482,777.1163032783068,20.368454260468177
0.085,2304.6,31.577174489145616,780.2058031468283,21.75477600460973
0.09,2310.625,45.764552120273514,786.3929261375481,30.60541527253569
0.095,2309.75,32.22178750075157,787.3793665841612,25.58356063208265
0.1,2307.375,39.60036745491262,786.1656037809378,29.385767020801367
