,lap,lap,nlap,nlap,netlsd,netlsd,portrait,portrait
,mean,std,mean,std,mean,std,mean,std
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.641101169505403,0.2458372859032313,0.02735540514582461,0.01612811056133733,0.00026506725637679367,0.00023877802768553673,0.06250302814136069,0.0013159507826655732
0.01,0.9752648518107916,0.25229826879827977,0.03989314466439387,0.013662548669629286,0.00037843403508367726,0.00029061497053445236,0.06462143939194417,0.001321608905725963
0.015,1.23997335237599,0.16578067516409933,0.050410984809250506,0.018349093281775506,0.00048110440742788293,0.0003906014928198732,0.06650321746819862,0.001861359591640282
0.02,1.5725564428878367,0.20047846055364643,0.06626762407559475,0.020681852800886493,0.0008110455099074127,0.0004472725373271386,0.0664954836963254,0.0018762924096076157
0.025,1.8344652762542744,0.16199883403491996,0.06765709877616524,0.015751320920962802,0.0010152219792552192,0.0005736018803034818,0.067662853287333,0.0021070630068909927
0.03,1.9675424359951652,0.21645347757372832,0.07761540098839537,0.02318851788667763,0.0009225852981268233,0.0007453914708429705,0.0685240373884454,0.0021531291783035366
0.035,2.2730412831172724,0.3044313501911554,0.07056911159127525,0.022775429802424706,0.0008608343573562671,0.0008813052147868689,0.06989820098265767,0.001829787703331788
0.04,2.4823722691131413,0.342272951454214,0.07951131890963373,0.01567828799319622,0.0011460423788461171,0.0008019795482074589,0.06988105840874528,0.001336655036249808
0.045,2.744268162361594,0.418796649156539,0.09144291023980564,0.02997480753743428,0.0009979635747949882,0.0006798338950389672,0.07145255137051218,0.004366440568327295
0.05,3.0217768444073245,0.260363583012913,0.09107521884239415,0.02284317594548555,0.0013196053276505744,0.00088678583356095,0.07273556803339612,0.0027853595196165523
0.055,3.1018344893323957,0.3698382690419994,0.12150096076798193,0.03071204457116642,0.0020359141665841677,0.0012785726819301124,0.07322882698113718,0.002995602383488349
0.06,3.316653109120005,0.3792232612237632,0.10439199877689453,0.032771458983729386,0.0013604317771513611,0.0009008948652427848,0.07336955200857245,0.0035533328691753495
0.065,3.7233735062567233,0.6007999840701871,0.10998856971559601,0.03628349625887296,0.0016430981613742232,0.0012199714484995823,0.07446665964972767,0.003873000320940705
0.07,3.8067893448969783,0.4306739104180959,0.11509510938361164,0.03536433487007878,0.0018418503877784525,0.0013294642227208886,0.07488968876172772,0.00370098747343315
0.075,4.143859974598342,0.566715743730856,0.10868561165356863,0.026595263151418785,0.001578561558390195,0.0011899934477858198,0.07346633743033579,0.0028027793184810814
0.08,4.056362615714884,0.38308722217549845,0.12612445050811974,0.020318645477776596,0.0019217046178793642,0.0013554618071190349,0.07593174861972843,0.00448408135443955
0.085,4.44517724184658,0.5121282627847643,0.12298008709340327,0.028252373251687047,0.001980434292790913,0.0012350647919334814,0.07679003756560329,0.004845943190584569
0.09,4.733149372971936,0.5766174901499985,0.11202127856687054,0.028603541196512653,0.001524340828469968,0.0008431539937561774,0.0751043819932671,0.004490994789057624
0.095,4.681296687072727,0.5703064200152987,0.12146879729604491,0.02875655680265709,0.0013705295684422942,0.0011215269711257313,0.07605885326711549,0.005176641890109123
0.1,5.115201412162069,0.6198280531436027,0.12933704436600807,0.027642292693600492,0.002170225585543144,0.0014352066407494121,0.07693479101797412,0.005130379767711569
