,count,count,size,size,components,components
,mean,std,mean,std,mean,std
0.0,2984.0,0.0,2348.996474289827,18.465456597005815,4.966666666666666,0.9964850506356585
0.005,2984.0,0.0,2347.4430523903184,20.481609072536965,5.916666666666666,1.3415318118998076
0.01,2984.0,0.0,2355.194295946124,21.47376892370263,5.35,1.3044010074758812
0.015,2984.0,0.0,2350.7050138390864,19.682599930746537,5.766666666666667,1.381159780467592
0.02,2984.0,0.0,2354.3228917040187,20.823818782582386,5.7666666666666675,0.7954549251916767
0.025,2984.0,0.0,2348.727955141102,19.721964145426632,5.2333333333333325,1.3511961345978039
0.03,2984.0,0.0,2350.2349246266826,16.88181081974493,5.85,1.348488432516786
0.035,2984.0,0.0,2347.3358123453118,20.730949885765313,5.483333333333333,1.3222123936928925
0.04,2984.0,0.0,2350.341194663349,19.397109428713424,5.6000000000000005,1.006412190444861
0.045,2984.0,0.0,2353.46270682088,16.800625021761494,5.2,0.9265417055717151
0.05,2984.0,0.0,2353.3157280998075,16.8399424951768,5.7666666666666675,1.1347772020293738
0.055,2984.0,0.0,2355.562450819598,18.364061349823096,6.133333333333333,1.1567245548990617
0.06,2984.0,0.0,2359.3405313444114,17.018469957190668,5.583333333333334,1.1890091210997833
0.065,2984.0,0.0,2349.647318539978,21.371922076437095,5.333333333333333,0.8306975860878397
0.07,2984.0,0.0,2353.4088177584104,19.15956551582245,6.083333333333334,1.1336170955389857
0.075,2984.0,0.0,2357.3847540768134,17.38449933475502,5.9,0.879260720835793
0.08,2984.0,0.0,2365.935824424293,23.286141136761994,5.5166666666666675,0.993987774525639
0.085,2984.0,0.0,2355.966090776855,20.20662444705903,5.65,1.0677352104019815
0.09,2984.0,0.0,2358.1268973589677,19.51469871624963,5.466666666666667,1.5078740698501039
0.095,2984.0,0.0,2370.943480012759,20.339479905909986,5.749999999999999,1.102230593252498
0.1,2984.0,0.0,2361.7300112661223,22.85825400056702,6.216666666666667,1.4520604437018945
