,lap,lap,nlap,nlap,netlsd,netlsd,portrait,portrait
,mean,std,mean,std,mean,std,mean,std
0.0,7.108763179225816,1.4507666307918858,0.17985280039928783,0.0283497769196167,0.008548955501339623,0.0029913784858758277,0.034281031484620625,0.003694458810989887
0.005,7.000334175750281,1.8315964654145673,0.1931629351906908,0.047243625250850844,0.011147550875035925,0.004732586461130177,0.03448298168072851,0.003001116693332247
0.01,7.1774768014948,1.7656342830273002,0.19049761135729987,0.051469627504994994,0.00976744162722078,0.0044488139191205525,0.034911873819167945,0.003447733783959468
0.015,7.456745438570104,1.6856031855459743,0.18353215973309733,0.04971590397379958,0.009331254837960308,0.005029604751507017,0.034529533045092264,0.0029340073774632427
0.02,6.787559817709736,1.189575672268274,0.19872287638078406,0.06379775664169055,0.011222702638401194,0.005249517390397966,0.03568105670971698,0.0047528223182046695
0.025,7.014736025243667,1.3665915647688909,0.19570102214943813,0.05206127474210408,0.010367095064934238,0.0052507252137091774,0.03487627547002745,0.0036209805669297243
0.03,6.9846349421138925,1.9135697587371248,0.18471003975383588,0.03531251347548457,0.008748813954712348,0.002950694900295787,0.03510264406094871,0.0038059598368769417
0.035,7.026025984620607,2.084146186560115,0.17958973536501863,0.045570673167513356,0.009039356083426733,0.0037407277862953835,0.03543277551497896,0.005554048784668887
0.04,6.748940654245233,1.3348727500366577,0.18228871379285555,0.04256158201615221,0.010916666685352534,0.0043014416059816854,0.03591522179832865,0.0042272063111144405
0.045,6.902896023471551,1.3320570642331788,0.190317062095195,0.03599801061653988,0.009821095889683905,0.003284370111333107,0.034797685794475716,0.002671122190582421
0.05,7.206812127087927,1.2149858460086917,0.19531825558043878,0.06011144601521387,0.010869286753283493,0.006057783376328405,0.035573733902388466,0.003364642196279822
0.055,7.060494165671867,1.332151683721939,0.18066221595783558,0.038054728463877564,0.008676521862185888,0.003909192215486958,0.03485144313366211,0.004407714079102185
0.06,7.506060680768291,1.7273579274602635,0.17680444312054733,0.04467335851651,0.008925926979826606,0.0038832929828385657,0.036460722352232834,0.0046466849713067285
0.065,7.071021943848075,1.6504673783336539,0.18440542696930834,0.04144624119305171,0.00919335963445361,0.004390601377367491,0.03520097362565495,0.0037276925305840154
0.07,6.1358570968852195,1.2676513398006364,0.1796857945219364,0.033419758628418804,0.008958530015219079,0.0033395462879302834,0.03558051473397714,0.006249750820575043
0.075,7.287285184724728,1.5295365714806415,0.19213138619633913,0.046540969914877384,0.009350047675223534,0.0030206267910809943,0.03588970612648014,0.004377500206108926
0.08,6.484514206100277,1.1354077832331595,0.2029742325118237,0.054462993061163444,0.011398087882584559,0.006350819466870641,0.03652801184218563,0.004121753526021112
0.085,6.602969260879922,1.3043051198517743,0.17329528293868862,0.03614465539671562,0.010252540136621295,0.00480021158521532,0.036887049890557175,0.004641113666787245
0.09,7.264393440269505,1.730385990131995,0.17548881531140262,0.040462646566764904,0.00816927386723975,0.004182496714417297,0.03640613325124618,0.0030567172809188243
0.095,7.297513927953746,1.8047132936082428,0.21026491027837793,0.039562413857877655,0.01226696079206246,0.004343466195189015,0.03612156176566752,0.003058628963757308
0.1,7.45279472558195,1.8629705666131526,0.19997059400650896,0.021200854915187115,0.010205619203925369,0.0032212977794389658,0.037146618582566834,0.00461266090955774
