,lap,lap,nlap,nlap,netlsd,netlsd,portrait,portrait
,mean,std,mean,std,mean,std,mean,std
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.5575257071913717,0.1434628089119349,0.02905259090690705,0.003730215735394509,0.0002545121687300952,0.00024445994130536713,0.025092698901030497,0.000600725673252456
0.01,1.1057411538026245,0.4287180544378698,0.03368948134562697,0.002345026507503026,0.00038955073198643756,0.00025709584945967783,0.02560989846285409,0.0007015618870699328
0.015,1.264523427776454,0.4594458786337313,0.03630234804592579,0.001901226567135661,0.0003607822151050899,0.0002267878823809827,0.026072858933587895,0.000706894013219075
0.02,1.6829807886249122,0.5896768838053966,0.041467912091323264,0.00550416411420413,0.000728088414591266,0.000503607512713378,0.0263612898463327,0.0005562303740855592
0.025,1.84949756126375,0.7471003883417585,0.04397511590721741,0.0052622240364258105,0.0007211923490153376,0.0005636538497985972,0.026609053150863544,0.0006741867287680162
0.03,2.2499155958262302,0.7408702451413425,0.04221331068974073,0.004563583093691056,0.0005324771733039835,0.0005371936446205591,0.026961640891823364,0.0008798725528421957
0.035,2.291087653205696,0.8690253652434784,0.04758702073432908,0.007870585434475764,0.0009340469793899098,0.0006941904756898463,0.026594102452067125,0.0006604659455769835
0.04,2.061738346184443,0.8543322778292227,0.0456521887302653,0.005680515451485561,0.0007473577724882161,0.0006318635333476073,0.0267848021716096,0.0008242089703009434
0.045,2.37123623631662,0.6071515407168693,0.04905813206206237,0.007963796199307704,0.0009762573738563519,0.000738183593887821,0.02697042335687559,0.0006991613638648324
0.05,2.726117435523034,1.1615294670063363,0.05134787144235684,0.012899996402187365,0.001080888968994699,0.0009299137595243091,0.027634618996189658,0.0009483369846743366
0.055,2.6755086323374466,0.8128136488998842,0.04985904182220871,0.007857259418858065,0.0009431530432191069,0.0005954801186165258,0.027655723468349214,0.0009608892179134174
0.06,3.1454265945048627,1.199505362712806,0.05367920392055562,0.010741836230155056,0.0013266456598690014,0.0009260385359087219,0.027870682518429984,0.000851120341230377
0.065,2.6185283473571195,1.0017016563809487,0.05258369594640785,0.010020329485377514,0.0010189763842656573,0.0009368981162438022,0.027980181748564138,0.0008941346462187831
0.07,3.2898137131381118,1.1780260468524144,0.051774148222349305,0.007290415935854002,0.0009781888693401728,0.0007816243940552329,0.028050035976966363,0.0010307767064690106
0.075,3.5850031288830992,0.9334089903793694,0.06018309462654793,0.01915143659216767,0.0015521659191777282,0.0014087417560462378,0.028811491575550983,0.0019247855732255803
0.08,3.5524900578275713,1.513016847011141,0.06280723465703972,0.013454092094458867,0.0018416528628125849,0.0010778212266216323,0.028787567120899193,0.0017793493518361652
0.085,3.5980918960281043,1.4128010057549305,0.06249392901686586,0.014684336725391189,0.0017634833669461242,0.0010737789949141572,0.028908385059721965,0.0015737992142272413
0.09,3.824260307276112,1.5822068458216998,0.06664913134456306,0.016682131133566484,0.0018852402726231051,0.0011686865753187088,0.02953028043753058,0.0020601425411282174
0.095,4.157046529166015,1.9822116565415233,0.0694071517689294,0.030051703772202096,0.0019224795691588105,0.0019926312497018923,0.03005279868296925,0.0020713570419046354
0.1,3.5807037579479335,1.3778886947738789,0.06562146562048858,0.017341935280461556,0.001852277513266716,0.001207752864262877,0.029392775880679966,0.0015516748242091216
