,count,count,size,size
,mean,std,mean,std
0.0,3491.0,0.0,3448.9409856115863,1.3816216329591951e-12
0.005,3491.2,0.5163977794943225,3448.9547135132902,0.8490350713359646
0.01,3491.325,0.7970297423913432,3448.576743638776,1.3869493752453195
0.015,3491.075,0.9710554659486339,3449.2455482211853,2.3613464902988865
0.02,3491.425,1.4302142568555312,3448.684166102529,2.502523641938912
0.025,3491.325,1.3660254906207427,3449.001876525108,2.7005777872309533
0.03,3491.15,1.3310878527711354,3450.1660858628866,2.927797422308951
0.035,3491.525,1.753933308675689,3449.1737968640737,3.5001690149189564
0.04,3491.8,1.6517279219669092,3447.9114164698885,4.537063019574149
0.045,3492.125,1.800106834436394,3448.064145394528,4.121059058322747
0.05,3491.775,2.1422190747219494,3447.7973358318777,3.795853052392954
0.055,3491.6,1.7657714229052168,3446.3486157890175,4.627219850701389
0.06,3492.025,2.0815120243929193,3448.746084550753,3.641650493449462
0.065,3492.25,2.0223114472661203,3446.597320827309,5.058737993723205
0.07,3492.7,1.9108328161516508,3448.62334231806,5.338770079444848
0.075,3492.25,1.6602440351979153,3444.5604064710815,5.2652638679387165
0.08,3492.25,2.488434787634125,3447.0372188487445,6.372979334815979
0.085,3492.95,2.4489662916087473,3445.720852788072,6.536002492169062
0.09,3493.05,2.1357758453401567,3446.328484086119,6.953731484002037
0.095,3492.3,2.1146618811987112,3445.889101085185,6.550723986702193
0.1,3492.775,2.4441190537119817,3446.434878102774,6.941987158134964
