,count,count,size,size,components,components
,mean,std,mean,std,mean,std
0.0,2486.5,15.351021013399928,4896.201376577781,3.120140945048837e-12,6.2625,1.295888468610213
0.005,2476.6875,17.282230202414002,4896.2891195111315,0.3681550066184097,6.4125,1.5561602152042748
0.01,2483.525,18.48698433340575,4896.365755203954,0.5687854002188139,6.1,1.6100644994246944
0.015,2480.65,17.062178897138214,4896.791357923981,0.9750307921444367,5.8375,1.4866392144182643
0.02,2485.6375,15.584339402598518,4897.3443490339505,1.3888731845667968,6.2875,1.6364733031109526
0.025,2482.45,16.259435130693525,4898.214611655286,1.6884239003626138,6.275,1.6406299603099614
0.03,2489.4375,15.378634654811,4899.079822482587,1.9859562405586146,6.3625,1.9148123694650632
0.035,2485.0125,16.48055867082679,4899.375572933146,2.2597291579695273,6.3125,1.470598604789987
0.04,2481.3875,16.997166996221342,4900.023632377791,2.81751481131527,6.6125,1.774056267716907
0.045,2484.1875,17.928521718915952,4900.653473067416,2.910351748319785,6.3,1.6322078801741415
0.05,2489.175,16.231715551462507,4902.818532613409,4.005000260234506,6.45,1.4970055581144786
0.055,2485.45,18.020216567183788,4903.82493848531,4.22463632168891,6.4375,1.7401278320269669
0.06,2484.2,17.814500000179915,4905.497249764057,4.155841679587596,6.3875,1.8168989500992603
0.065,2485.6,13.394507102272202,4907.801954633374,5.400908087286559,6.85,1.854308911282459
0.07,2481.475,15.68763599389414,4909.087007497068,4.709202778975637,6.475,1.2707256154432358
0.075,2487.4375,15.843055382285131,4910.068516053585,3.88249903058486,6.3875,1.8414302551591206
0.08,2485.5625,13.676757141129467,4913.342568056837,4.680489331510438,6.2625,1.4719057069854748
0.085,2488.6125,14.511484178984693,4915.9630911097465,5.763758694428571,6.0875,1.5887727080827887
0.09,2484.8125,14.831829727883308,4918.494373722309,6.197730302309073,6.4625,1.5037879521821569
0.095,2488.9125,13.853578404707738,4919.152914624162,6.416488189956021,6.425,1.5833670711655217
0.1,2493.625,16.383915658587,4920.900728088688,5.3318152763035815,6.375,1.6476478961670147
