,count,count,size,size
,mean,std,mean,std
0.0,2986.0,0.0,1810.81371350622,21.845630630017613
0.005,2986.0,0.0,1805.6802765769637,19.195083974728615
0.01,2986.0,0.0,1810.5500258374827,23.06260905243565
0.015,2986.0,0.0,1812.583975566183,29.184224952811444
0.02,2986.0,0.0,1814.9156271103761,25.045100449955076
0.025,2986.0,0.0,1812.2786260341927,26.542044536184235
0.03,2986.0,0.0,1811.076256839174,25.519287607078436
0.035,2986.0,0.0,1817.530594124389,28.27170238032198
0.04,2986.0,0.0,1815.215398421049,21.875739709939495
0.045,2986.0,0.0,1820.3085602266424,26.330152855050354
0.05,2986.0,0.0,1807.647589119894,26.011259590393472
0.055,2986.0,0.0,1815.9740701512587,23.48619888274053
0.06,2986.0,0.0,1811.0914533066432,24.094175455715806
0.065,2986.0,0.0,1817.2219255713921,21.016785538462155
0.07,2986.0,0.0,1819.6356103783578,25.44011934179192
0.075,2986.0,0.0,1815.8224423859356,19.434646554271794
0.08,2986.0,0.0,1826.4637810718966,26.294504912479685
0.085,2986.0,0.0,1811.159107933248,20.44616843521387
0.09,2986.0,0.0,1825.7427539018477,23.831268795742105
0.095,2986.0,0.0,1833.275798936344,24.33712432851449
0.1,2986.0,0.0,1827.5994382578879,30.89225428352705
