,count,count,size,size
,mean,std,mean,std
0.0,3174.0,0.0,1359.9369067855469,6.908108164795976e-13
0.005,3176.1,1.9321835661585915,1362.0292322291396,1.9589112866613916
0.01,3177.1,2.457849800338833,1363.1619706905706,2.4117569584672154
0.015,3177.15,2.833408747111001,1363.5048924481896,2.7477582767694333
0.02,3176.5,4.635426570142115,1363.068296844909,4.737120912215783
0.025,3176.575,5.367936623111678,1363.2715102825478,5.466514077967046
0.03,3177.6,6.13439232775091,1364.342514342564,6.2700767477517765
0.035,3175.3,7.129570059321197,1362.6856843279722,7.2132880057407345
0.04,3176.2,7.050004546279678,1364.583817923064,7.311034785147949
0.045,3175.825,7.414080505604842,1365.046791721483,7.132928861193437
0.05,3172.175,6.972059622852877,1361.591501732812,7.983727885833389
0.055,3172.15,7.898555531689291,1361.4509384833932,8.320563378007874
0.06,3172.275,6.520136462312691,1362.440312637736,7.409342392273638
0.065,3171.7,5.996580222007738,1362.8536500973028,6.66865165303902
0.07,3171.425,8.276898651188814,1363.5684758196976,8.18230081369436
0.075,3170.125,8.811960112576601,1363.0167993770126,8.491006402269793
0.08,3169.45,8.623016308485695,1363.514514441929,8.61225317738991
0.085,3165.525,9.018463966091582,1361.4852158466815,9.917828698313896
0.09,3167.075,12.424928416447559,1363.5676430874996,12.685607896832696
0.095,3163.675,10.733096429938517,1361.1053064084476,11.199897808647524
0.1,3162.1,8.857272833738499,1361.0537398223455,8.913295949141697
