,count,count,size,size
,mean,std,mean,std
0.0,4975.0,0.0,4888.210053080472,2.7632432659183902e-12
0.005,4975.0,0.0,4888.103256208486,0.3845378025564549
0.01,4975.0,0.0,4888.26838258379,0.685251344712771
0.015,4975.0,0.0,4888.155318055343,0.9864001958828433
0.02,4975.0,0.0,4888.152892420143,1.5603374420372151
0.025,4975.0,0.0,4887.927132578296,1.4592113345755724
0.03,4975.0,0.0,4888.407452426599,2.2470614617714815
0.035,4975.0,0.0,4888.111690926862,2.4563112235647044
0.04,4975.0,0.0,4888.7301226631735,3.234609910165325
0.045,4975.0,0.0,4888.137191357631,3.3297341048815348
0.05,4975.0,0.0,4889.344051151954,3.6725243293608
0.055,4975.0,0.0,4888.3032469991085,4.4066426444943385
0.06,4975.0,0.0,4887.666102362944,4.139327570250202
0.065,4975.0,0.0,4888.641928101826,5.522010841953678
0.07,4975.0,0.0,4889.4025326968895,5.507064994347328
0.075,4975.0,0.0,4888.968235805657,5.681296462989165
0.08,4975.0,0.0,4887.445219457057,4.964100588814679
0.085,4975.0,0.0,4889.820439803757,6.052847838643864
0.09,4975.0,0.0,4889.450963273546,6.081079436623751
0.095,4975.0,0.0,4888.491986544823,7.071080728078837
0.1,4975.0,0.0,4889.066392169851,6.392710860154552
